DATE,NG1_PRICE,OIL_PRICE,COAL_PRICE,LMP_H,LMP_N,LMP_S,LMP_W,LNG_PRICE,NG_STORAGE,TAVG,AWND,PRCP,WT_FOG,WT_HFOG,WT_THNDR,WT_ICE,WT_HAIL,WT_GLAZE,WT_HAZE,LOAD_MW
9/12/22,8.287,86.86,436,70.13,70.07,70.31,71.45,16.72,1015,73,5.37,0,0,0,0,0,0,0,0,51028.04328
9/9/22,8.044,85.75,435.25,72.5,72.42,72.56,73.47,16.72,1015,82,4.25,0,0,0,0,0,0,0,0,52493.21419
9/8/22,7.971,83.07,440,89.36,89.32,89.43,90.78,16.72,1037,82,5.59,0,0,0,0,0,0,0,0,53079.73557
9/7/22,7.901,81.63,439,83.49,83.5,83.52,84.11,16.72,1037,84,3.36,0.02,0,0,1,0,0,0,0,53867.22658
9/6/22,8.212,86.51,450.25,81.83,81.82,81.9,82.41,16.72,1037,82,4.47,0,0,0,0,0,0,0,0,53114.97314
9/5/22,8.7486,88.789,457.8,72.95,72.94,72.98,73.31,16.72,1037,82,3.13,0,0,0,0,0,0,0,0,49011.00438
9/2/22,8.85,86.48,435,88.22,88.21,88.25,88.77,16.72,1037,79,4.7,0,0,0,1,0,0,0,0,51697.3806
9/1/22,9.33,86.22,427.35,85.92,85.91,86.09,87.51,16.72,1049,81,4.47,0.02,0,0,1,0,0,0,0,52069.85092
8/31/22,9.189,89.03,425,89.11,89.32,88.58,90.2,15.45,1049,81,3.8,0.84,0,0,1,0,0,0,0,53031.73151
8/30/22,9.103,91.17,414.55,90.36,90.64,89.4,91.09,15.45,1049,86,4.92,0.57,1,0,1,0,0,0,0,52654.0353
8/29/22,9.4,96.19,422.75,90.3,91.15,86.43,91.6,15.45,1049,88,6.93,0.76,1,0,1,0,0,0,0,57167.53149
8/26/22,9.332,92.39,417.4,100.22,100.34,99.05,100.79,15.45,1049,82,5.37,0,0,0,0,0,0,0,0,55820.8338
8/25/22,9.419,92.19,417.5,108.28,108.55,106.11,109,15.45,1087,80,4.47,0,0,0,1,0,0,0,0,54610.26815
8/24/22,9.369,94.4,412.6,88.78,88.94,87.61,89.47,15.45,1087,78,5.14,0.09,1,0,1,0,0,0,0,53194.02018
8/23/22,9.225,93.25,417.6,81.79,82.53,77.03,82.92,15.45,1087,76,5.82,1,1,0,1,0,0,0,0,52245.81736
8/22/22,9.71,89.97,418.35,74.71,72.49,69.95,72.78,15.45,1087,81,7.61,0.04,0,0,0,0,0,0,0,53518.53621
8/19/22,9.385,90.11,416.25,87.88,89.11,80.47,89.45,15.45,1087,81,4.03,1.59,1,0,0,0,0,0,0,53149.91416
8/18/22,9.242,89.67,413.9,87.52,86.21,84.88,87.03,15.45,1144,89,6.26,0.17,1,0,1,0,0,0,0,56390.45085
8/17/22,9.297,87.3,413.9,230.09,232.77,218.77,233.66,15.45,1144,91,5.82,0,0,0,0,0,0,0,0,62028.05486
8/16/22,9.329,85.86,405,140.91,146.89,115.24,146.03,15.45,1144,90,4.7,0,0,0,0,0,0,0,0,60623.89141
8/15/22,8.728,88.41,407.5,86.5,88.85,73.17,88.63,15.45,1144,89,6.26,0,0,0,0,0,0,0,0,59581.14923
8/12/22,8.768,90.87,407.65,104.81,104.98,104.87,107.02,15.45,1144,88,6.71,0.21,1,0,1,0,0,0,0,59302.05616
8/11/22,8.874,92.69,401,120.23,121.55,116.1,122.6,15.45,1163,86,4.92,0.14,1,0,1,0,0,0,0,58451.5116
8/10/22,8.202,90.47,398.65,155.55,158.53,143.07,160.26,15.45,1163,90,3.58,2.78,1,1,1,0,0,0,1,59304.78474
8/9/22,7.833,88.9,384.5,121.07,123.14,113.72,125.72,15.45,1163,93,6.71,0,0,0,0,0,0,0,0,60747.02618
8/8/22,7.589,89.93,371,107.9,109.17,101.94,111.84,15.45,1163,91,6.93,0,0,0,0,0,0,0,0,61820.16185
8/5/22,8.064,88.08,361,96.83,101.74,86,104.07,15.45,1163,93,6.49,0.05,1,0,1,0,0,0,0,61703.69501
8/4/22,8.122,87.56,390,130.58,139.11,89.88,142.94,15.45,1171,94,7.61,0,0,0,0,0,0,0,0,64037.24486
8/3/22,8.266,89.74,393.5,82.81,86.49,63.85,77.73,15.45,1171,93,8.5,0,0,0,0,0,0,0,0,64592.9128
8/2/22,7.706,93.22,403.5,73.39,74.74,62.91,67.8,15.45,1171,93,8.05,0,0,0,0,0,0,0,0,63967.10144
8/1/22,8.283,92.39,405,83.9,83.06,79.75,81.55,15.45,1171,94,7.83,0,0,0,0,0,0,0,0,62157.63156
7/29/22,8.229,96.75,407.9,96.71,100.57,82.42,103.45,12.76,1171,93,7.16,0,0,0,0,0,0,0,0,62274.41922
7/28/22,8.134,94.65,411.4,100.66,104.65,85.53,107.18,12.76,1172,93,5.82,0,0,0,1,0,0,0,0,62555.9323
7/27/22,8.687,95.29,411.5,90.21,92.42,83.2,93.96,12.76,1172,94,6.26,0,0,0,1,0,0,0,0,63071.61806
7/26/22,8.993,92.88,414,85.79,88.75,75.31,90.06,12.76,1172,94,7.61,0,0,0,0,0,0,0,0,63502.20134
7/25/22,8.727,94.42,410.25,88.19,89.75,79.73,90.43,12.76,1172,93,7.61,0,0,0,0,0,0,0,0,63738.75565
7/22/22,8.195,92.43,409.2,90.04,94.1,73.86,95.76,12.76,1172,93,6.71,0,0,0,1,0,0,0,0,61075.06767
7/21/22,7.815,93.78,403.4,84.64,88.93,65.5,89.57,12.76,1153,97,7.38,0,0,0,0,0,0,0,0,64002.40593
7/20/22,7.899,96.88,408.6,168.65,176.68,121.45,179.03,12.76,1153,97,8.5,0,0,0,0,0,0,0,0,65677.04935
7/19/22,7.15,97.45,399,157.05,164.84,123.6,165.12,12.76,1153,98,10.07,0,0,0,0,0,0,0,0,65300.01149
7/18/22,7.382,96.36,396.05,283.93,289.24,261.26,290.64,12.76,1153,95,7.83,0,0,0,0,0,0,0,0,63521.51589
7/15/22,6.926,91.74,410,120.35,121.93,116.52,123.84,12.76,1153,86,7.61,0.4,1,0,1,0,0,0,0,57083.33861
7/14/22,6.511,90.15,415,170.12,171.42,166.16,173.32,12.76,1127,93,7.38,0,0,0,0,0,0,0,0,60027.78276
7/13/22,6.589,91.36,432,202.85,205.2,193.86,207.16,12.76,1127,92,6.26,0,0,0,0,0,0,0,0,63536.44678
7/12/22,6.021,93.31,426,101.39,103.94,91.77,106.5,12.76,1127,92,7.38,0,0,0,1,0,0,0,0,64123.06177
7/11/22,6.319,101.21,419,450.65,454.63,429,457.7,12.76,1127,93,7.38,0,0,0,0,0,0,0,0,64658.65182
7/8/22,5.967,101.53,412,142.16,144.15,133.25,146.76,12.76,1127,94,5.37,0,1,0,0,0,0,0,0,63696.5983
7/7/22,6.262,99.25,410,89.85,90.77,84.78,93.09,12.76,1132,94,5.82,0,0,0,1,0,0,0,0,63006.95639
7/6/22,5.482,94.98,399.7,59.39,60.29,56.02,58.95,12.76,1132,93,7.16,0.43,0,0,1,0,0,0,0,62636.14109
7/5/22,5.487,96.52,397.6,61.12,61.17,57.36,59.32,12.76,1132,91,8.05,0,0,0,0,0,0,0,0,62244.78297
7/1/22,5.851,105.39,396.45,69.14,69.27,70.63,72.62,12.76,1132,89,6.49,0.02,1,0,1,0,0,0,0,59362.04354
6/30/22,5.712,103.1,388,73.32,73.37,74.13,75.52,14.36,1132,90,9.62,0,0,0,0,0,0,0,0,57516.58134
6/29/22,5.392,107.01,385.95,66.77,66.45,66.57,68.36,14.36,1127,83,8.28,0.01,0,0,0,0,0,0,0,56469.4749
6/28/22,6.493,108.89,380,74.54,71.23,72.87,73.36,14.36,1127,80,8.05,0,0,0,0,0,0,0,0,55195.36202
6/27/22,6.557,106.38,393.5,66.52,64.42,66.19,65.56,14.36,1127,84,4.47,0.04,0,0,1,0,0,0,0,54604.55383
6/24/22,6.54,104.45,392.45,93.27,90.58,87.22,90.81,14.36,1127,88,7.38,0,0,0,0,0,0,0,0,58043.01293
6/23/22,6.258,101.58,397,167.97,165.59,165.02,169.31,14.36,1127,92,5.59,0,0,0,0,0,0,0,0,62606.60388
6/22/22,6.28,103.99,395,116.05,111.38,111.73,114.1,14.36,1127,90,3.13,0.07,0,0,1,0,0,0,0,62108.25671
6/21/22,6.835,107.34,392,83.11,75.77,74.18,76.65,14.36,1127,91,6.93,0,0,0,0,0,0,0,0,61187.3017
6/20/22,6.743,110.18,390,84.67,64.15,69.04,57.06,14.36,1127,91,6.04,0,0,0,0,0,0,0,0,62118.86894
6/17/22,6.713,105.78,392.75,131.74,85.06,93.67,87.42,14.36,1127,90,5.82,0,1,0,0,0,0,0,0,61295.29876
6/16/22,6.861,112.7,389.35,110.26,71.61,72.61,64.38,14.36,1127,88,4.7,0,1,0,0,0,0,0,1,60193.66414
6/15/22,7.393,110.75,395,106.33,72.72,59.46,34.59,14.36,1128,90,9.84,0,0,0,0,0,0,0,0,61020.03844
6/14/22,7.37,113.48,386.35,87.89,75.68,63.47,43.62,14.36,1128,89,11.41,0,0,0,0,0,0,0,1,60332.86213
6/13/22,7.164,115.31,383,88.99,73.06,64.11,37.14,14.36,1128,90,10.96,0,1,0,0,0,0,0,1,60758.56496
6/10/22,8.619,115.34,390.35,129.9,112.51,112.47,118.1,14.36,1128,93,7.16,0,0,0,0,0,0,0,0,62014.81122
6/9/22,8.867,116.49,392.35,109.47,92.11,90.66,99.9,14.36,1128,85,5.59,0,0,0,0,0,0,0,0,59371.40364
6/8/22,8.978,117.15,396,95.91,83,74.38,90.54,14.36,1132,80,8.72,0,0,0,0,0,0,0,0,57841.96524
6/7/22,8.679,114.54,395.4,95.8,85.18,71.12,93.41,14.36,1132,85,10.51,0,0,0,0,0,0,0,0,57924.89924
6/6/22,9.278,116.06,403,85.07,72.11,65.77,78.23,14.36,1132,86,11.41,0,0,0,0,0,0,0,0,59154.93599
6/3/22,9.306,116.23,415.25,85.87,70.59,77.02,73.19,14.36,1132,85,7.61,0,0,0,0,0,0,0,0,58245.82787
6/2/22,8.51,114.3,412.5,121.56,77.26,96.44,82.12,14.36,1132,74,5.82,0.01,0,0,1,0,0,0,0,50746.88003
6/1/22,8.474,112.72,412.5,115.7,83.56,94.18,86.91,14.36,1125,78,8.72,0,0,0,0,0,0,0,0,52193.13223
5/31/22,8.686,111.91,412,83.44,61.32,64.43,49.73,12.33,1125,86,12.97,0,0,0,0,0,0,0,0,56434.87731
5/30/22,8.138,117.24,427,70.73,50.29,47.53,41.18,12.33,1125,84,16.33,0.01,0,0,0,0,0,0,0,58124.2441
5/27/22,8.679,112.23,401,115.06,81.97,106.68,79.96,12.33,1125,85,6.49,0,0,0,0,0,0,0,0,54858.87329
5/26/22,8.712,111.25,406.65,85.58,76.64,82.32,80.59,12.33,1125,71,6.26,0,0,0,0,0,0,0,0,51381.40713
5/25/22,8.88,107.75,403,83.06,73.02,78.92,75.41,12.33,1106,62,6.71,1.32,1,1,1,0,0,0,0,46599.47471
5/24/22,8.972,107.2,400,72.72,62.58,60.86,64.6,12.33,1106,64,8.5,0.14,1,0,1,0,0,0,0,42878.42593
5/23/22,8.822,107.54,408,84.77,60.82,70.95,66.57,12.33,1106,69,8.5,0,0,0,0,0,0,0,0,45283.85838
5/20/22,8.813,107.17,416,94.69,71.25,63.75,68.64,12.33,1106,66,15.21,0,0,0,0,0,0,0,0,45780.28209
5/19/22,8.171,106.82,417.25,98.07,72.01,66.34,75.31,12.33,1106,85,12.97,0,0,0,0,0,0,0,0,57214.10517
5/18/22,8.39,104.07,412.1,99.74,83.15,65.32,86.32,12.33,1091,86,10.51,0,0,0,0,0,0,0,0,56516.18702
5/17/22,8.444,106.76,412,102.42,66.05,65.24,41.45,12.33,1091,86,7.83,0,0,0,0,0,0,0,0,56058.26692
5/16/22,8.38,108.91,414,131.87,98.35,103.14,106.32,12.33,1091,81,6.49,0,0,0,0,0,0,0,0,55594.70749
5/13/22,8.04,106.27,402.5,200.92,147.99,145.79,165.48,12.33,1091,82,6.49,0,0,0,0,0,0,0,0,54663.70854
5/12/22,7.663,102.42,393,170.83,83.03,106.81,72.24,12.33,1091,83,7.16,0,0,0,0,0,0,0,0,52472.37517
5/11/22,7.739,102.2,391.5,129.15,71.31,76.8,56.5,12.33,1080,82,8.28,0,1,0,0,0,0,0,0,53532.68128
5/10/22,7.64,96.87,385,101.03,68.53,65.11,63.67,12.33,1080,82,12.53,0,0,0,0,0,0,0,0,54604.87646
5/9/22,7.385,100.1,377.5,97.6,72.48,70.8,55.6,12.33,1080,85,15.21,0,0,0,0,0,0,0,0,56394.54859
5/6/22,7.026,108.33,377,155.78,127.49,144.52,138.8,12.33,1080,85,5.37,0,1,0,0,0,0,0,0,57310.27949
5/5/22,8.043,106.74,379.5,111.36,89.66,82.79,95.43,12.33,1080,67,11.41,0.91,1,0,1,0,0,0,0,48333.3101
5/4/22,8.783,106.22,374.35,86.7,61.24,55.04,65.22,12.33,1066,74,12.97,0,1,0,0,0,0,0,1,48360.12625
5/3/22,8.415,100.9,355,84.76,62.09,62.94,81.77,12.33,1066,58,10.96,0.01,0,0,0,0,0,0,0,48525.79913
5/2/22,7.954,103.42,325,61.59,50.44,43.62,50.02,12.33,1066,69,14.09,0,0,0,0,0,0,0,0,46950.34113
4/29/22,7.475,102.94,299.8,70.45,53.45,44.93,71.63,10.33,1066,71,12.08,0,0,0,0,0,0,0,0,49113.94704
4/28/22,7.244,103.47,326.3,70.22,49.08,47.69,45.78,10.33,1066,75,10.51,0,1,0,0,0,0,0,0,46590.54049
4/27/22,6.888,100.68,326.05,62.1,44.48,51.87,37.46,10.33,1052,67,8.28,0,0,0,0,0,0,0,0,44639.47029
4/26/22,7.339,100.41,326.05,62.63,51.41,52.84,62.77,10.33,1052,63,8.95,0,0,0,0,0,0,0,0,41744.72034
4/25/22,6.85,97.67,325,77.67,48.96,48.14,45.13,10.33,1052,56,10.74,1.72,1,0,1,0,0,0,0,39583.98586
4/22/22,6.669,101.05,328.5,83.17,48.16,41.17,14.94,10.33,1052,68,15.66,0,0,0,0,0,0,0,0,42327.65078
4/21/22,6.663,102.96,326,83.94,59.3,49.6,33.45,10.33,1052,79,14.32,0,0,0,0,0,0,0,0,47343.18382
4/20/22,7.096,101.36,331.1,76.39,62.53,50.52,58.82,10.33,1063,80,16.55,0,0,0,0,0,0,0,0,47384.97692
4/19/22,7.065,101.16,326.35,64.88,48.18,43.31,23.37,10.33,1063,66,16.78,0,0,0,0,0,0,0,0,44918.78975
4/18/22,7.277,106.41,321,63.99,53.28,54.91,59.08,10.33,1063,63,12.3,0,0,0,0,0,0,0,0,40222.03609
4/14/22,7.958,105.44,309.1,69.25,58,52.15,63.97,10.33,1063,65,10.96,0,0,0,0,0,0,0,0,42052.55214
4/13/22,7.321,102.89,314,98.1,81.35,92.82,67.77,10.33,1063,63,10.07,0.03,1,0,0,0,0,0,1,42097.08331
4/12/22,7.423,99.4,312,76.88,60.08,54.95,47.64,10.33,1064,63,13.42,0,0,0,0,0,0,0,0,41274.65208
4/11/22,7.096,93.46,303.5,94.39,88.21,77.47,97.88,10.33,1064,74,14.54,0.15,1,0,1,0,0,0,0,45956.19921
4/8/22,6.763,97.01,292,57.58,55.54,55.3,67.76,10.33,1064,81,9.62,0,0,0,0,0,0,0,0,46343.76853
4/7/22,6.723,95.51,291.6,52.84,47.29,45.41,56.94,10.33,1064,75,13.2,0,0,0,0,0,0,0,0,45177.14892
4/6/22,6.356,95.41,285,57.22,44.49,46.43,35.85,10.33,1064,59,13.42,0,1,0,0,0,0,0,1,38035.85871
4/5/22,6.436,100.68,286.5,76.38,59.83,78.86,57.49,10.33,1063,60,6.93,0,1,0,0,0,0,0,1,38363.17364
4/4/22,6.107,101.84,281,60.33,57.3,52.4,65.96,10.33,1063,75,9.62,0.06,1,0,0,0,0,0,1,42538.68727
4/1/22,6.108,97.9,264,44.66,37.9,37.65,26.53,10.33,1063,70,8.28,0,0,0,0,0,0,0,0,45935.58057
3/31/22,5.793,98.52,258.75,53.42,50.94,51.8,66.18,9.15,1063,72,5.14,0,0,0,0,0,0,0,0,41586.62663
3/30/22,5.795,105.68,264,53.56,42.74,43.08,44.58,9.15,1063,56,14.32,0.38,1,0,0,0,0,0,0,39406.21477
3/29/22,5.701,102.05,260,47.4,35.8,27.77,16.07,9.15,1064,55,17,0,0,0,0,0,0,0,0,39039.82287
3/28/22,5.658,103.42,258,49.2,38.95,24.15,30.64,9.15,1064,69,8.95,0,0,0,0,0,0,0,0,41398.79802
3/25/22,5.381,111.06,261,53.74,51.75,49.26,84.28,9.15,1064,73,2.91,0,0,0,0,0,0,0,0,43020.42036
3/24/22,5.582,109.43,327.15,50.11,46.18,41.54,58.56,9.15,1064,75,7.38,0,0,0,0,0,0,0,0,42077.47286
3/23/22,5.651,111.99,326.65,50.67,43.83,47.47,47.84,9.15,1064,52,8.95,0,0,0,0,0,0,0,0,40427.13024
3/22/22,5.487,106.55,325,44.78,31.16,29.96,20.65,9.15,1070,49,12.08,1.4,1,0,1,0,1,0,0,40147.78311
3/21/22,5.316,107.06,330,41.72,26.67,16.03,15.31,9.15,1070,47,18.34,0.25,1,0,0,0,0,0,1,40436.3828
3/18/22,5.268,100.65,329.4,50.78,36.95,36.36,36.95,9.15,1070,59,11.18,0.01,1,0,0,0,0,0,1,40443.59891
3/17/22,4.975,99.38,334.5,35.32,19.92,17,-0.4,9.15,1070,67,11.63,0.15,1,0,0,0,0,0,0,40104.56307
3/16/22,4.946,91.59,337.25,32.69,25.62,26.29,12.4,9.15,1070,62,4.25,0,0,0,0,0,0,0,0,38650.6097
3/15/22,5.063,92.83,340,44.21,43.37,42.07,43.1,9.15,1076,64,8.95,0,0,0,1,0,0,0,0,39130.04867
3/14/22,4.829,98.44,361.5,37.13,29.86,32.64,8.95,9.15,1076,59,11.41,0.49,1,0,1,0,0,0,0,39590.97059
3/11/22,4.568,103.2,361.75,55,55.36,40.7,30.54,9.15,1076,65,13.87,0.02,0,0,0,0,0,0,0,38765.73106
3/10/22,4.658,99.64,368.65,39.43,38.84,36.59,23.68,9.15,1076,52,5.82,0,0,0,0,0,0,0,0,40555.42713
3/9/22,4.725,105.05,380,58.01,57.43,55.32,41.74,9.15,1076,51,8.28,0,0,0,0,0,0,0,0,47364.92373
3/8/22,4.631,119.65,420.65,74.96,77.5,74.9,71.3,9.15,1080,45,11.63,0.1,1,0,1,0,0,0,0,42286.10631
3/7/22,4.526,115.8,405,43.41,42.51,36.95,34.61,9.15,1080,37,13.87,0.07,0,0,0,0,0,0,0,45157.22262
3/4/22,4.527,112.11,422.65,30.58,25.9,23.2,6.93,9.15,1080,41,8.5,0,1,0,0,0,0,0,0,46456.43488
3/3/22,4.833,104.61,418.75,35.04,33.83,33.84,32.7,9.15,1080,58,4.03,0,1,0,0,0,0,0,1,42692.08903
3/2/22,5.016,107.06,370,34.42,34.13,34.28,34.68,9.15,1080,64,4.7,0,0,0,0,0,0,0,0,39175.45717
3/1/22,4.722,100.21,400,36.79,36.25,37.9,37.3,9.15,1075,62,2.91,0,0,0,0,0,0,0,0,39139.20969
2/28/22,4.762,93.5,301,38.93,38.51,39.74,38.96,10.17,1075,58,3.58,0,0,0,0,0,0,0,0,39881.72165
2/25/22,4.573,89.89,274.5,60.34,62.92,56.5,64.19,10.17,1075,48,12.75,0.1,1,0,0,0,0,0,0,42069.37117
2/24/22,4.402,90.94,239,49.65,53.84,47.12,52.12,10.17,1075,41,10.29,0,1,0,0,0,0,0,0,45868.37226
2/23/22,4.47,90.69,239.25,42,42.43,30.27,42.2,10.17,1075,25,13.42,0,1,0,0,0,0,0,1,57531.00659
2/22/22,4.608,90.39,238,30.76,25.69,16.45,24.1,10.17,1059,53,9.4,0,1,0,0,0,0,0,1,58003.53766
2/21/22,4.593,92,236.25,27.75,21.54,9.23,8.01,10.17,1059,33,10.07,0.04,1,0,0,0,0,0,0,52753.75686
2/18/22,4.461,88.6,233.85,42.06,41.4,33.46,41.35,10.17,1059,62,11.63,0,0,0,0,0,0,0,0,41579.75027
2/17/22,4.431,88.19,232.5,32.65,27.97,15.24,13.94,10.17,1059,58,14.99,0.45,1,0,0,0,0,0,0,40127.5983
2/16/22,4.377,89.81,234.5,25.47,18.93,6.74,1.36,10.17,1059,40,12.97,0.06,1,0,0,0,0,0,1,47519.30384
2/15/22,4.43,88.29,236,25.44,21.83,13.27,-1.68,10.17,1066,59,12.08,0,1,0,0,0,0,0,0,42115.28915
2/14/22,4.572,91.52,239,27.84,25.61,26.31,14.42,10.17,1066,60,5.82,0,0,0,0,0,0,0,0,39091.55561
2/11/22,4.241,89.7,240,25.59,25.06,26.17,12.95,10.17,1066,58,6.04,0,1,0,0,0,0,0,0,40993.12089
2/10/22,4.16,87.26,245,34.42,34.22,35.63,34.5,10.17,1066,49,3.13,0,1,0,0,0,0,0,1,43271.74876
2/9/22,3.935,88.53,239.1,36.04,35.98,38.7,36.21,10.17,1066,56,4.47,0,0,0,0,0,0,0,0,40585.6257
2/8/22,3.943,87.9,239.25,31.11,30.86,33.06,25.61,10.17,1081,53,3.13,0,0,0,0,0,0,0,0,41556.2111
2/7/22,3.98,89.77,239.25,42.93,43.86,41.47,42.75,10.17,1081,53,7.61,0,0,0,0,0,0,0,0,42941.26038
2/4/22,4.218,90.33,236,111.29,121.44,99.87,123.79,10.17,1081,45,14.99,0,0,0,0,0,0,0,0,45294.17792
2/3/22,4.198,88.45,227,72.63,82.26,54.86,86.99,10.17,1081,44,16.78,0.31,1,0,0,0,0,0,0,45445.66072
2/2/22,4.492,86.69,221,31.9,33.87,25.46,31.02,10.17,1081,49,7.61,0.08,1,1,0,0,0,0,1,62677.50625
2/1/22,4.72,86.46,220,33.57,33.92,34.33,29.74,10.17,1061,49,6.26,0,1,0,0,0,0,0,0,59559.0153
1/31/22,5.044,86.49,210.5,39.53,39.76,38.76,38.31,8.56,1061,57,9.17,0.72,1,0,0,0,0,0,0,43605.98537
1/28/22,4.573,85.43,222.75,36.58,37.98,32.46,35.88,8.56,1061,59,11.41,0,0,0,0,0,0,0,0,39208.46333
1/27/22,4.675,85.29,227.65,35.62,38.37,33.22,36.55,8.56,1061,60,5.37,0,0,0,0,0,0,0,0,40300.4071
1/26/22,4.473,85.96,227.6,35.05,35.79,32.28,35.97,8.56,1061,40,7.38,0,0,0,0,0,0,0,0,45461.93658
1/25/22,4.207,84.37,227.8,28.68,28.6,29.26,24.77,8.56,1032,39,9.4,0,0,0,0,0,0,0,0,44524.23785
1/24/22,4.011,82.41,227.3,32.14,32.1,32.76,32.2,8.56,1032,44,6.04,0.39,1,0,0,0,0,0,0,46587.75537
1/21/22,3.883,84.14,225.25,41.87,45.31,44.69,43.98,8.56,1032,46,8.95,0.02,0,0,0,0,0,0,0,43757.04054
1/20/22,3.842,84.65,225,44.89,49.11,40,44.94,8.56,1032,48,16.11,0.03,0,0,0,0,0,0,0,44022.06616
1/19/22,3.746,84.79,226,28.41,28.05,26.15,10.55,8.56,1032,28,7.38,1.95,1,0,1,0,0,0,0,54734.07356
1/18/22,3.648,83.86,223.1,28.77,28.98,22.65,10.55,8.56,1006,42,8.05,0,0,0,0,0,0,0,0,54316.29248
1/17/22,3.826,84.27,221,36.73,36.76,36.13,33.38,8.56,1006,63,2.01,0,0,0,0,0,0,0,0,40560.12531
1/14/22,3.983,82.42,220.5,30.32,29.56,29.14,20.8,8.56,1006,48,4.25,0,0,0,0,0,0,0,0,41618.41362
1/13/22,4.267,80.86,220,35.96,35.86,36.69,35.96,8.56,1006,42,3.13,0,0,0,0,0,0,0,0,44934.50849
1/12/22,4.007,81.18,209.5,36.17,35.9,36.69,36.08,8.56,1006,56,2.68,0,0,0,0,0,0,0,0,40711.30696
1/11/22,3.938,79.98,205,35.84,34.87,34.25,36.13,8.56,979,51,6.26,0,0,0,0,0,0,0,0,41830.08969
1/10/22,4.134,77.1,197.1,37.3,37.11,31.96,38.04,8.56,979,43,13.42,0,0,0,0,0,0,0,0,43065.50016
1/7/22,4.249,78.44,203,31.99,32.11,29.41,23.11,8.56,979,40,8.95,0,0,0,0,0,0,0,0,46535.55434
1/6/22,4.079,78.88,195,30.27,30.2,28.25,25.89,8.56,979,41,8.5,0,0,0,0,0,0,0,0,44844.5597
1/5/22,3.916,77.47,193,28.24,28.16,28.12,28.45,8.56,979,28,5.59,0,1,0,0,0,0,0,0,50209.97545
1/4/22,3.812,76.74,180,26.46,26.56,26.49,11.23,8.56,961,45,5.59,0,0,0,0,0,0,0,0,45107.1192
1/3/22,3.882,75.85,174,36.92,37.47,37.42,34.2,8.56,961,51,3.8,0,0,0,0,0,0,0,0,41465.6176
12/31/21,3.717,74.88,157.5,28.26,27.6,26.61,28.32,9.62,961,43,8.5,0,1,0,0,0,0,0,1,45283.33435
12/30/21,3.815,76.61,169.6,27.47,27.12,27.9,26.81,9.62,961,29,4.47,0,1,0,0,0,0,0,1,49018.88803
12/29/21,3.73,76.18,170.1,30.13,27.78,30.16,22.61,9.62,961,59,4.92,0,1,0,0,0,0,0,1,40323.35772
12/28/21,3.561,75.6,171.1,25.73,24.7,23.59,21.33,9.62,933,60,8.95,0,0,0,0,0,0,0,0,40065.73196
12/27/21,3.85,75.18,171,28.51,27.15,24.88,27.09,9.62,933,65,7.83,0,0,0,0,0,0,0,0,40620.8314
12/23/21,3.885,73.42,170.1,26.06,25.14,22.43,17.66,9.62,933,70,6.93,0,0,0,0,0,0,0,0,40670.72641
12/22/21,3.942,72.33,168.9,31.42,31.11,30.81,31.08,9.62,933,56,5.82,0,0,0,0,0,0,0,0,39933.39357
12/21/21,3.63,70.82,169.4,32.06,31.99,32.92,32.3,9.62,933,51,2.91,0,1,0,0,0,0,0,0,39108.4216
12/20/21,3.86,68.36,169.5,38.03,37.92,38.22,38.36,9.62,910,51,6.93,0.06,0,0,0,0,0,0,0,40581.24206
12/17/21,3.774,70.35,169,37.09,31.54,25.95,31.81,9.62,910,45,10.74,0,0,0,0,0,0,0,0,42650.21226
12/16/21,3.758,71.75,168.15,42.36,38.68,28.45,42.07,9.62,910,40,9.4,0,0,0,0,0,0,0,0,42580.42554
12/15/21,3.639,70.36,168,31.87,26.35,20.92,6.33,9.62,910,66,12.3,0,0,0,0,0,0,0,0,42015.76846
12/14/21,3.715,70.26,168.5,28.58,25.81,23.73,11.48,9.62,910,73,10.51,0,1,1,0,0,0,0,0,42516.68905
12/13/21,3.761,70.8,164.75,28.17,26.83,28.14,15.25,9.62,903,69,6.04,0,1,0,0,0,0,0,0,42714.13221
12/10/21,3.713,71.22,164.75,36.22,30.01,25.52,14.87,9.62,903,58,10.96,0,0,0,0,0,0,0,0,41012.40928
12/9/21,3.761,70.54,164.25,30.87,27.22,27.2,16.57,9.62,903,46,8.28,0,1,0,0,0,0,0,0,41488.58632
12/8/21,3.889,71.9,163.25,34.49,33.72,34.71,30.9,9.62,903,63,6.49,0,1,0,0,0,0,0,1,43601.40151
12/7/21,3.784,71.84,161,33.71,34.1,34.2,28.61,9.62,903,52,6.26,0,0,0,0,0,0,0,0,41536.85519
12/6/21,3.774,69.3,159,35.24,32.87,28.87,25.18,9.62,901,47,9.17,0,0,0,0,0,0,0,0,40555.05612
12/3/21,3.674,66.1,154.1,34.11,31.09,34.17,28.06,9.62,901,43,4.92,0,1,0,0,0,0,0,0,40831.12059
12/2/21,3.625,66.27,151.25,35.2,34.13,36.97,33.09,9.62,901,63,2.46,0,1,0,0,0,0,0,0,40870.65386
12/1/21,4.073,65.37,155.25,42.18,41.23,42.04,44.27,9.62,901,64,2.24,0,1,0,0,0,0,0,0,40052.87962
11/30/21,3.997,65.85,155,35.36,34.48,37,34.34,10.24,901,59,4.03,0,1,1,0,0,0,0,1,39509.94799
